ScenarioID,ScenarioDescription,RequiredTrait,AgeRange,ChoiceID,ChoiceDescription,RequiredTrait,QuizID,OutcomeID,OutcomeDescription,Impact,ResultTrait
SC025,"Your friend dares you to do something ridiculous for a chance at internet fame. The camera is rolling—what do you do?","None","AGE3",SC025C2,"Do a funny dance instead.","None","None",SC025C3O3,"Your dance becomes a meme! You gain online fans.","I11","None"
SC025,"Your friend dares you to do something ridiculous for a chance at internet fame. The camera is rolling—what do you do?","None","AGE3",SC025C2,"Do a funny dance instead.","None","None",SC025C3O4,"Nobody cares. The video gets 2 views.","I12","None"
SC025,"Your friend dares you to do something ridiculous for a chance at internet fame. The camera is rolling—what do you do?","None","AGE3",SC025C3,"Record your pet doing something cute.","None","None",SC025C4O5,"Your pet is an internet sensation! Pet food brands reach out.","I13","None"
SC025,"Your friend dares you to do something ridiculous for a chance at internet fame. The camera is rolling—what do you do?","None","AGE3",SC025C3,"Record your pet doing something cute.","None","None",SC025C4O6,"Your pet just sits there. Video flops.","I14","None"
SC025,"Your friend dares you to do something ridiculous for a chance at internet fame. The camera is rolling—what do you do?","None","AGE3",SC025C4,"Refuse to participate.","None","None",SC025C5O7,"You avoid embarrassment, but also miss out on the fun.","I01","None"
SC025,"Your friend dares you to do something ridiculous for a chance at internet fame. The camera is rolling—what do you do?","None","AGE3",SC025C4,"Refuse to participate.","None","None",SC025C5O8,"Your friends respect your decision, and you move on.","I02","None"
SC026,"You walk into class, and your teacher casually announces a surprise test. Your brain screams betrayal. What’s the game plan?","None","AGE3",SC026C1,"Wing it and hope for the best.","None","None",SC026C2O1,"You actually do okay. Maybe you did pay attention.","I03","None"
SC026,"You walk into class, and your teacher casually announces a surprise test. Your brain screams betrayal. What’s the game plan?","None","AGE3",SC026C1,"Wing it and hope for the best.","None","None",SC026C2O2,"You bomb the test, but at least you tried.","I04","None"
SC026,"You walk into class, and your teacher casually announces a surprise test. Your brain screams betrayal. What’s the game plan?","None","AGE3",SC026C2,"Try to peek at a friend’s answers.","None","None",SC026C3O3,"You successfully cheat and ace the test. Feels kinda wrong though.","I05","None"
SC026,"You walk into class, and your teacher casually announces a surprise test. Your brain screams betrayal. What’s the game plan?","None","AGE3",SC026C2,"Try to peek at a friend’s answers.","None","None",SC026C3O4,"You get caught. Teacher writes a note home. Uh-oh.","I06","None"
SC026,"You walk into class, and your teacher casually announces a surprise test. Your brain screams betrayal. What’s the game plan?","None","AGE3",SC026C3,"Accept defeat and draw a masterpiece on the test paper.","None","None",SC026C4O5,"Your doodles are so impressive, the teacher gives you a pity point.","I07","None"
SC026,"You walk into class, and your teacher casually announces a surprise test. Your brain screams betrayal. What’s the game plan?","None","AGE3",SC026C3,"Accept defeat and draw a masterpiece on the test paper.","None","None",SC026C4O6,"The teacher is not amused. You get a zero.","I08","None"
SC026,"You walk into class, and your teacher casually announces a surprise test. Your brain screams betrayal. What’s the game plan?","None","AGE3",SC026C4,"Plead for extra time due to 'a family emergency.'","None","None",SC026C5O7,"The teacher buys it. You get an extra day!","I09","None"
SC026,"You walk into class, and your teacher casually announces a surprise test. Your brain screams betrayal. What’s the game plan?","None","AGE3",SC026C4,"Plead for extra time due to 'a family emergency.'","None","None",SC026C5O8,"The teacher sees through the lie. Now you’re in more trouble.","I10","None"
SC027,"Your friends invite you to sneak out for a late-night adventure. The city looks different under the stars—what’s your move?","None","AGE3",SC027C1,"Sneak out and explore the town.","None","None",SC027C2O1,"You have an unforgettable night!","I11","None"
SC027,"Your friends invite you to sneak out for a late-night adventure. The city looks different under the stars—what’s your move?","None","AGE3",SC027C1,"Sneak out and explore the town.","None","None",SC027C2O2,"You get caught sneaking back in. Grounded!","I12","None"
SC027,"Your friends invite you to sneak out for a late-night adventure. The city looks different under the stars—what’s your move?","None","AGE3",SC027C2,"Convince your friends to stay in and have a sleepover.","None","None",SC027C3O3,"The sleepover is a blast! Snacks, games, and secrets.","I13","None"
SC027,"Your friends invite you to sneak out for a late-night adventure. The city looks different under the stars—what’s your move?","None","AGE3",SC027C2,"Convince your friends to stay in and have a sleepover.","None","None",SC027C3O4,"Your friends call you boring and sneak out anyway.","I14","None"
SC027,"Your friends invite you to sneak out for a late-night adventure. The city looks different under the stars—what’s your move?","None","AGE3",SC027C3,"Tell your parents and ask for permission.","None","None",SC027C4O5,"Shockingly, they say yes! You feel so trusted.","I01","None"
SC027,"Your friends invite you to sneak out for a late-night adventure. The city looks different under the stars—what’s your move?","None","AGE3",SC027C3,"Tell your parents and ask for permission.","None","None",SC027C4O6,"They say no and now they’re watching you like a hawk.","I02","None"
SC027,"Your friends invite you to sneak out for a late-night adventure. The city looks different under the stars—what’s your move?","None","AGE3",SC027C4,"Stay in and avoid the risk.","None","None",SC027C5O7,"You get a good night’s sleep. Responsible, but FOMO.","I03","None"
SC027,"Your friends invite you to sneak out for a late-night adventure. The city looks different under the stars—what’s your move?","None","AGE3",SC027C4,"Stay in and avoid the risk.","None","None",SC027C5O8,"You avoid any trouble but feel like you missed out.","I04","None"
SC028,"Your school is putting on a play, and auditions are open. Do you go for it?","None","AGE3",SC028C1,"Audition for the lead role.","None","None",SC028C2O1,"You get the role! Time to shine!","I05","None"
SC028,"Your school is putting on a play, and auditions are open. Do you go for it?","None","AGE3",SC028C1,"Audition for the lead role.","None","None",SC028C2O2,"You forget your lines mid-audition. Embarrassing.","I06","None"
SC028,"Your school is putting on a play, and auditions are open. Do you go for it?","None","AGE3",SC028C2,"Try out for a background character.","None","None",SC028C3O3,"You land a small but fun part! Less pressure, still fun.","I07","None"
SC028,"Your school is putting on a play, and auditions are open. Do you go for it?","None","AGE3",SC028C2,"Try out for a background character.","None","None",SC028C3O4,"You barely get noticed in the play. Still an experience.","I08","None"
SC028,"Your school is putting on a play, and auditions are open. Do you go for it?","None","AGE3",SC028C3,"Volunteer for backstage crew.","None","None",SC028C4O5,"You make awesome props! Everyone appreciates you.","I09","None"
SC028,"Your school is putting on a play, and auditions are open. Do you go for it?","None","AGE3",SC028C3,"Volunteer for backstage crew.","None","None",SC028C4O6,"Backstage is stressful. No applause, just hard work.","I10","None"
SC028,"Your school is putting on a play, and auditions are open. Do you go for it?","None","AGE3",SC028C4,"Ignore the whole thing. Not your scene.","None","None",SC028C5O7,"You avoid the drama but feel like you missed out.","I11","None"
SC028,"Your school is putting on a play, and auditions are open. Do you go for it?","None","AGE3",SC028C4,"Ignore the whole thing. Not your scene.","None","None",SC028C5O8,"You don’t regret skipping it. More free time!","I12","None"
SC029,"A local café is hiring, and you’re considering getting a part-time job since your wallet is getting on the lighter side. What’s your move?","None","AGE3",SC029C1,"Apply for the job and start working.","None","None",SC029C2O1,"You get the job and start earning money!","I13","None"
SC029,"A local café is hiring, and you’re considering getting a part-time job since your wallet is getting on the lighter side. What’s your move?","None","AGE3",SC029C1,"Apply for the job and start working.","None","None",SC029C2O2,"The job is exhausting, affecting your grades.","I14","None"
